2024-12-07 14:20:38,565 | INFO | banned_words_strategy:__init__ - Banned words loaded successfully.
2024-12-07 14:20:38,580 | INFO | database_manager_central:insert_record - Record added to 'purchase_transaction' with ID 'transaction_id' and data {'user_id': 'valid_user', 'product_id': 'valid_product', 'vending_machine_id': 'valid_vm', 'quantity': 2, 'amount_paid_per_unit': 10.0}
2024-12-07 14:20:38,580 | INFO | database_manager_central:add_purchase_transaction - Purchase transaction recorded with ID 'transaction_id' for user 'valid_user'
2024-12-07 14:20:38,580 | ERROR | database_manager_central:add_purchase_transaction - Failed to notify event 'PurchaseProductEvent': Notify failure
2024-12-07 14:20:38,580 | ERROR | database_manager_central:add_purchase_transaction - Error registering purchase transaction: Failed to publish event: Notify failure
2024-12-07 14:20:38,580 | INFO | test_database_manager_central:test_add_purchase_transaction_event_notify_failure - Test add_purchase_transaction_event_notify_failure: OK!!! ---------------------------> TEST 9 OK!!!
2024-12-07 14:20:38,581 | ERROR | database_manager_central:insert_record - Error inserting record into 'purchase_transaction': Foreign key value 'invalid_user' does not exist in table 'users_profile'.
2024-12-07 14:20:38,581 | ERROR | database_manager_central:add_purchase_transaction - Error registering purchase transaction: Foreign key value 'invalid_user' does not exist in table 'users_profile'.
2024-12-07 14:20:38,581 | INFO | test_database_manager_central:test_add_purchase_transaction_invalid_foreign_key - Test add_purchase_transaction_invalid_foreign_key: OK!!! ---------------------------> TEST 8 OK!!!
2024-12-07 14:20:38,583 | INFO | database_manager_central:insert_record - Record added to 'purchase_transaction' with ID 'transaction_id' and data {'user_id': 'valid_user', 'product_id': 'valid_product', 'vending_machine_id': 'valid_vm', 'quantity': 2, 'amount_paid_per_unit': 10.0}
2024-12-07 14:20:38,583 | INFO | database_manager_central:add_purchase_transaction - Purchase transaction recorded with ID 'transaction_id' for user 'valid_user'
2024-12-07 14:20:38,583 | INFO | database_manager_central:add_purchase_transaction - Event 'PurchaseProductEvent' published with data: {'transaction_id': 'transaction_id', 'user_id': 'valid_user', 'product_id': 'valid_product', 'vending_machine_id': 'valid_vm', 'quantity': 2, 'amount_paid_per_unit': 10.0}
2024-12-07 14:20:38,583 | INFO | test_database_manager_central:test_add_purchase_transaction_success - Test add_purchase_transaction_success: OK!!! ---------------------------> TEST 7 OK!!!
2024-12-07 14:20:38,584 | INFO | password_hasher:wrapper - Hashing password before calling the original function.
2024-12-07 14:20:38,584 | INFO | database_manager_central:insert_record - Record added to 'users_profile' with ID 'new_user_id' and data {'username': 'test_user', 'email': 'test_user@example.com', 'password': 'ff2f12ec5c6a2e9ef6b61c958ed701c327469190a18075fd909ec2a9b42b94f2', 'first_name': 'Test', 'last_name': 'User', 'birthdate': '1990-01-01', 'phone_number': '1234567890', 'address': '123 Test Street', 'budget': 100.0}
2024-12-07 14:20:38,584 | INFO | test_database_manager_central:test_add_user - Test add_user: OK!!! ---------------------------> TEST 6 OK!!!
2024-12-07 14:20:38,585 | INFO | database_manager_central:get_sales_report - Sales report generated between 2024-01-01 and 2024-12-31: [{'product_id': 'prod_1', 'total_sold': 100}, {'product_id': 'prod_2', 'total_sold': 50}]
2024-12-07 14:20:38,585 | INFO | test_database_manager_central:test_get_sales_report - Test get_sales_report: OK!!! ---------------------------> TEST 16 OK!!!
2024-12-07 14:20:38,586 | INFO | database_manager_central:insert_record - Record added to 'products_profile' with ID 'new_product_id' and data {'name': 'Test Product', 'description': 'A test product', 'price': 10.0, 'quantity': 100}
2024-12-07 14:20:38,586 | INFO | test_database_manager_central:test_insert_record_no_foreign_keys - Test insert_record_no_foreign_keys: OK!!! ---------------------------> TEST 2 OK!!!
2024-12-07 14:20:38,587 | ERROR | database_manager_central:insert_record - Error inserting record into 'non_existent_table': Table 'non_existent_table' not found in instance tables.
2024-12-07 14:20:38,587 | INFO | test_database_manager_central:test_insert_record_table_not_found - Test insert_record_table_not_found: OK!!! ---------------------------> TEST 5 OK!!!
2024-12-07 14:20:38,588 | ERROR | database_manager_central:insert_record - Error inserting record into 'products_profile': Foreign key value 'invalid_id' does not exist in table 'vending_machines_profile'.
2024-12-07 14:20:38,588 | INFO | test_database_manager_central:test_insert_record_with_invalid_foreign_key - Test insert_record_with_invalid_foreign_key: OK!!! ---------------------------> TEST 4 OK!!!
2024-12-07 14:20:38,589 | INFO | database_manager_central:insert_record - Record added to 'products_profile' with ID 'new_product_id' and data {'name': 'Test Product', 'description': 'A test product', 'price': 10.0, 'quantity': 100, 'vending_machine_id': 'valid_id'}
2024-12-07 14:20:38,589 | INFO | test_database_manager_central:test_insert_record_with_valid_foreign_keys - Test insert_record_with_valid_foreign_keys: OK!!! ---------------------------> TEST 3 OK!!!
2024-12-07 14:20:38,591 | INFO | database_manager_central:login_user - Attempting login for user: test_user in table: users_profile
2024-12-07 14:20:38,591 | ERROR | database_manager_central:login_user - Invalid username or password for user: test_user in table: users_profile
2024-12-07 14:20:38,591 | INFO | test_database_manager_central:test_login_user_incorrect_password - Test login_user_incorrect_password: OK!!! ---------------------------> TEST 18 OK!!!
2024-12-07 14:20:38,592 | INFO | password_hasher:hash_password - Hashing password using SHA-256.
2024-12-07 14:20:38,592 | INFO | database_manager_central:login_user - Attempting login for user: non_existent_user in table: users_profile
2024-12-07 14:20:38,592 | ERROR | database_manager_central:login_user - Invalid username or password for user: non_existent_user in table: users_profile
2024-12-07 14:20:38,594 | INFO | database_manager_central:login_user - Attempting login for user: test_user in table: users_profile
2024-12-07 14:20:38,594 | INFO | database_manager_central:login_user - Login successful for user: test_user in table: users_profile
2024-12-07 14:20:38,594 | INFO | test_database_manager_central:test_login_user_success - Test login_user_success: OK!!! ---------------------------> TEST 17 OK!!!
2024-12-07 14:20:38,595 | INFO | database_manager_central:login_user - Attempting login for user: test_user in table: users_profile
2024-12-07 14:20:38,595 | ERROR | database_manager_central:login_user - System error during login for username 'test_user' in table 'users_profile': Database error
2024-12-07 14:20:38,596 | INFO | test_database_manager_central:test_login_user_system_error - Test login_user_system_error: OK!!! ---------------------------> TEST 21 OK!!!
2024-12-07 14:20:38,596 | ERROR | database_manager_central:login_user - Table 'non_existent_table' not found in instance tables.
2024-12-07 14:20:38,596 | ERROR | database_manager_central:login_user - ValueError: Table 'non_existent_table' not found in instance tables.
2024-12-07 14:20:38,597 | INFO | test_database_manager_central:test_login_user_table_not_found - Test login_user_table_not_found: OK!!! ---------------------------> TEST 20 OK!!!
2024-12-07 14:20:38,598 | INFO | test_database_manager_central:test_products_profile_initialization - Test connect: OK!!! ---------------------------> TEST 1 OK!!!
2024-12-07 14:20:38,599 | ERROR | database_manager_central:search_table - Error fetching from table 'products_profile': Error fetching from table 'products_profile'
2024-12-07 14:20:38,599 | INFO | test_database_manager_central:test_search_table_search_failure - Test search_table_search_failure: OK!!! ---------------------------> TEST 15 OK!!!
2024-12-07 14:20:38,599 | INFO | database_manager_central:search_table - Search performed on table 'products_profile' with filters {'id': '1'}: [{'id': '1', 'name': 'Product A'}]
2024-12-07 14:20:38,599 | INFO | test_database_manager_central:test_search_table_success - Test search_table_success: OK!!! ---------------------------> TEST 13 OK!!!
2024-12-07 14:20:38,601 | ERROR | database_manager_central:search_table - Error fetching from table 'invalid_table': Table 'invalid_table' not found.
2024-12-07 14:20:38,601 | INFO | test_database_manager_central:test_search_table_table_not_found - Test search_table_table_not_found: OK!!! ---------------------------> TEST 14 OK!!!
2024-12-07 14:21:22,913 | INFO | banned_words_strategy:__init__ - Banned words loaded successfully.
2024-12-07 14:21:22,914 | INFO | sql_injection_strategy:__init__ - SQL injection patterns initialized.
2024-12-07 14:21:22,923 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: products_profile
2024-12-07 14:21:22,923 | INFO | decorators_class:new_init - The data was instantiated as a subscriber of events: ['PurchaseProductEvent']
2024-12-07 14:21:22,923 | INFO | event_manager:subscribe - Created new subscriber list for event PurchaseProductEvent
2024-12-07 14:21:22,923 | INFO | event_manager:subscribe - Subscriber added to event PurchaseProductEvent
2024-12-07 14:21:22,923 | INFO | decorators_class:new_init - Subscribed to event PurchaseProductEvent
2024-12-07 14:21:22,923 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: users_profile
2024-12-07 14:21:22,923 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: vending_machines_profile
2024-12-07 14:21:22,923 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: owners_profile
2024-12-07 14:21:22,924 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: product_complaint
2024-12-07 14:21:22,924 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: product_comment
2024-12-07 14:21:22,924 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: purchase_transaction
2024-12-07 14:21:22,924 | INFO | decorators_class:new_init - The data was instantiated as a publisher of events: ['PurchaseProductEvent']
2024-12-07 14:21:22,924 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: vending_machine_complaint
2024-12-07 14:21:22,924 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: vending_machine_comment
2024-12-07 14:21:22,924 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: favorite_vending_machines
2024-12-07 14:21:22,924 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: favorite_products
2024-12-07 14:21:22,924 | ERROR | database_manager_central:add_product_quantity - Error adding quantity to product: The quantity to be added must be greater than zero.
2024-12-07 14:21:22,924 | INFO | test_database_manager_central:test_add_product_quantity_invalid_quantity - Test add_product_quantity_invalid_quantity: OK!!! ---------------------------> TEST 11 OK!!!
2024-12-07 14:21:22,925 | ERROR | database_manager_central:add_product_quantity - Error adding quantity to product: Product not found.
2024-12-07 14:21:22,925 | INFO | test_database_manager_central:test_add_product_quantity_not_found - Test add_product_quantity_not_found: OK!!! ---------------------------> TEST 12 OK!!!
2024-12-07 14:21:22,926 | INFO | database_manager_central:add_product_quantity - Product quantity 'Product A' (ID: 123) increased from 50 to 70.
2024-12-07 14:21:22,926 | INFO | test_database_manager_central:test_add_product_quantity_success - Test add_product_quantity_success: OK!!! ---------------------------> TEST 10 OK!!!
2024-12-07 14:21:22,928 | INFO | database_manager_central:insert_record - Record added to 'purchase_transaction' with ID 'transaction_id' and data {'user_id': 'valid_user', 'product_id': 'valid_product', 'vending_machine_id': 'valid_vm', 'quantity': 2, 'amount_paid_per_unit': 10.0}
2024-12-07 14:21:22,928 | INFO | database_manager_central:add_purchase_transaction - Purchase transaction recorded with ID 'transaction_id' for user 'valid_user'
2024-12-07 14:21:22,928 | ERROR | database_manager_central:add_purchase_transaction - Failed to notify event 'PurchaseProductEvent': Notify failure
2024-12-07 14:21:22,928 | ERROR | database_manager_central:add_purchase_transaction - Error registering purchase transaction: Failed to publish event: Notify failure
2024-12-07 14:21:22,928 | INFO | test_database_manager_central:test_add_purchase_transaction_event_notify_failure - Test add_purchase_transaction_event_notify_failure: OK!!! ---------------------------> TEST 9 OK!!!
2024-12-07 14:21:22,929 | ERROR | database_manager_central:insert_record - Error inserting record into 'purchase_transaction': Foreign key value 'invalid_user' does not exist in table 'users_profile'.
2024-12-07 14:21:22,929 | ERROR | database_manager_central:add_purchase_transaction - Error registering purchase transaction: Foreign key value 'invalid_user' does not exist in table 'users_profile'.
2024-12-07 14:21:22,929 | INFO | test_database_manager_central:test_add_purchase_transaction_invalid_foreign_key - Test add_purchase_transaction_invalid_foreign_key: OK!!! ---------------------------> TEST 8 OK!!!
2024-12-07 14:21:22,930 | INFO | database_manager_central:insert_record - Record added to 'purchase_transaction' with ID 'transaction_id' and data {'user_id': 'valid_user', 'product_id': 'valid_product', 'vending_machine_id': 'valid_vm', 'quantity': 2, 'amount_paid_per_unit': 10.0}
2024-12-07 14:21:22,930 | INFO | database_manager_central:add_purchase_transaction - Purchase transaction recorded with ID 'transaction_id' for user 'valid_user'
2024-12-07 14:21:22,930 | INFO | database_manager_central:add_purchase_transaction - Event 'PurchaseProductEvent' published with data: {'transaction_id': 'transaction_id', 'user_id': 'valid_user', 'product_id': 'valid_product', 'vending_machine_id': 'valid_vm', 'quantity': 2, 'amount_paid_per_unit': 10.0}
2024-12-07 14:21:22,930 | INFO | test_database_manager_central:test_add_purchase_transaction_success - Test add_purchase_transaction_success: OK!!! ---------------------------> TEST 7 OK!!!
2024-12-07 14:21:22,931 | INFO | password_hasher:wrapper - Hashing password before calling the original function.
2024-12-07 14:21:22,931 | INFO | database_manager_central:insert_record - Record added to 'users_profile' with ID 'new_user_id' and data {'username': 'test_user', 'email': 'test_user@example.com', 'password': 'ff2f12ec5c6a2e9ef6b61c958ed701c327469190a18075fd909ec2a9b42b94f2', 'first_name': 'Test', 'last_name': 'User', 'birthdate': '1990-01-01', 'phone_number': '1234567890', 'address': '123 Test Street', 'budget': 100.0}
2024-12-07 14:21:22,931 | INFO | test_database_manager_central:test_add_user - Test add_user: OK!!! ---------------------------> TEST 6 OK!!!
2024-12-07 14:21:22,932 | INFO | database_manager_central:get_sales_report - Sales report generated between 2024-01-01 and 2024-12-31: [{'product_id': 'prod_1', 'total_sold': 100}, {'product_id': 'prod_2', 'total_sold': 50}]
2024-12-07 14:21:22,932 | INFO | test_database_manager_central:test_get_sales_report - Test get_sales_report: OK!!! ---------------------------> TEST 16 OK!!!
2024-12-07 14:21:22,933 | INFO | database_manager_central:insert_record - Record added to 'products_profile' with ID 'new_product_id' and data {'name': 'Test Product', 'description': 'A test product', 'price': 10.0, 'quantity': 100}
2024-12-07 14:21:22,933 | INFO | test_database_manager_central:test_insert_record_no_foreign_keys - Test insert_record_no_foreign_keys: OK!!! ---------------------------> TEST 2 OK!!!
2024-12-07 14:21:22,935 | ERROR | database_manager_central:insert_record - Error inserting record into 'non_existent_table': Table 'non_existent_table' not found in instance tables.
2024-12-07 14:21:22,935 | INFO | test_database_manager_central:test_insert_record_table_not_found - Test insert_record_table_not_found: OK!!! ---------------------------> TEST 5 OK!!!
2024-12-07 14:21:22,936 | ERROR | database_manager_central:insert_record - Error inserting record into 'products_profile': Foreign key value 'invalid_id' does not exist in table 'vending_machines_profile'.
2024-12-07 14:21:22,936 | INFO | test_database_manager_central:test_insert_record_with_invalid_foreign_key - Test insert_record_with_invalid_foreign_key: OK!!! ---------------------------> TEST 4 OK!!!
2024-12-07 14:21:22,937 | INFO | database_manager_central:insert_record - Record added to 'products_profile' with ID 'new_product_id' and data {'name': 'Test Product', 'description': 'A test product', 'price': 10.0, 'quantity': 100, 'vending_machine_id': 'valid_id'}
2024-12-07 14:21:22,937 | INFO | test_database_manager_central:test_insert_record_with_valid_foreign_keys - Test insert_record_with_valid_foreign_keys: OK!!! ---------------------------> TEST 3 OK!!!
2024-12-07 14:21:22,938 | INFO | database_manager_central:login_user - Attempting login for user: test_user in table: users_profile
2024-12-07 14:21:22,938 | ERROR | database_manager_central:login_user - Invalid username or password for user: test_user in table: users_profile
2024-12-07 14:21:22,938 | INFO | test_database_manager_central:test_login_user_incorrect_password - Test login_user_incorrect_password: OK!!! ---------------------------> TEST 18 OK!!!
2024-12-07 14:21:22,940 | INFO | password_hasher:hash_password - Hashing password using SHA-256.
2024-12-07 14:21:22,940 | INFO | database_manager_central:login_user - Attempting login for user: non_existent_user in table: users_profile
2024-12-07 14:21:22,940 | ERROR | database_manager_central:login_user - Invalid username or password for user: non_existent_user in table: users_profile
2024-12-07 14:21:22,940 | INFO | test_database_manager_central:test_login_user_incorrect_username - Test login_user_incorrect_username: OK!!! ---------------------------> TEST 19 OK!!!
2024-12-07 14:21:22,940 | INFO | database_manager_central:login_user - Attempting login for user: test_user in table: users_profile
2024-12-07 14:21:22,941 | INFO | database_manager_central:login_user - Login successful for user: test_user in table: users_profile
2024-12-07 14:21:22,941 | INFO | test_database_manager_central:test_login_user_success - Test login_user_success: OK!!! ---------------------------> TEST 17 OK!!!
2024-12-07 14:21:22,941 | INFO | database_manager_central:login_user - Attempting login for user: test_user in table: users_profile
2024-12-07 14:21:22,941 | ERROR | database_manager_central:login_user - System error during login for username 'test_user' in table 'users_profile': Database error
2024-12-07 14:21:22,942 | INFO | test_database_manager_central:test_login_user_system_error - Test login_user_system_error: OK!!! ---------------------------> TEST 21 OK!!!
2024-12-07 14:21:22,942 | ERROR | database_manager_central:login_user - Table 'non_existent_table' not found in instance tables.
2024-12-07 14:21:22,942 | ERROR | database_manager_central:login_user - ValueError: Table 'non_existent_table' not found in instance tables.
2024-12-07 14:21:22,942 | INFO | test_database_manager_central:test_login_user_table_not_found - Test login_user_table_not_found: OK!!! ---------------------------> TEST 20 OK!!!
2024-12-07 14:21:22,943 | INFO | test_database_manager_central:test_products_profile_initialization - Test connect: OK!!! ---------------------------> TEST 1 OK!!!
2024-12-07 14:21:22,944 | ERROR | database_manager_central:search_table - Error fetching from table 'products_profile': Error fetching from table 'products_profile'
2024-12-07 14:21:22,944 | INFO | test_database_manager_central:test_search_table_search_failure - Test search_table_search_failure: OK!!! ---------------------------> TEST 15 OK!!!
2024-12-07 14:21:22,944 | INFO | database_manager_central:search_table - Search performed on table 'products_profile' with filters {'id': '1'}: [{'id': '1', 'name': 'Product A'}]
2024-12-07 14:21:22,944 | INFO | test_database_manager_central:test_search_table_success - Test search_table_success: OK!!! ---------------------------> TEST 13 OK!!!
2024-12-07 14:21:22,945 | ERROR | database_manager_central:search_table - Error fetching from table 'invalid_table': Table 'invalid_table' not found.
2024-12-07 14:21:22,945 | INFO | test_database_manager_central:test_search_table_table_not_found - Test search_table_table_not_found: OK!!! ---------------------------> TEST 14 OK!!!
2024-12-07 14:25:49,693 | INFO | banned_words_strategy:__init__ - Banned words loaded successfully.
2024-12-07 14:25:49,694 | INFO | sql_injection_strategy:__init__ - SQL injection patterns initialized.
2024-12-07 14:25:49,705 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: products_profile
2024-12-07 14:25:49,705 | INFO | decorators_class:new_init - The data was instantiated as a subscriber of events: ['PurchaseProductEvent']
2024-12-07 14:25:49,706 | INFO | event_manager:subscribe - Created new subscriber list for event PurchaseProductEvent
2024-12-07 14:25:49,706 | INFO | event_manager:subscribe - Subscriber added to event PurchaseProductEvent
2024-12-07 14:25:49,706 | INFO | decorators_class:new_init - Subscribed to event PurchaseProductEvent
2024-12-07 14:25:49,706 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: users_profile
2024-12-07 14:25:49,706 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: vending_machines_profile
2024-12-07 14:25:49,706 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: owners_profile
2024-12-07 14:25:49,706 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: product_complaint
2024-12-07 14:25:49,706 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: product_comment
2024-12-07 14:25:49,706 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: purchase_transaction
2024-12-07 14:25:49,706 | INFO | decorators_class:new_init - The data was instantiated as a publisher of events: ['PurchaseProductEvent']
2024-12-07 14:25:49,707 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: vending_machine_complaint
2024-12-07 14:25:49,707 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: vending_machine_comment
2024-12-07 14:25:49,707 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: favorite_vending_machines
2024-12-07 14:25:49,707 | INFO | database_manager:__init__ - Initializing DatabaseManager for table: favorite_products
2024-12-07 14:25:49,707 | ERROR | database_manager_central:add_product_quantity - Error adding quantity to product: The quantity to be added must be greater than zero.
2024-12-07 14:25:49,707 | INFO | test_database_manager_central:test_add_product_quantity_invalid_quantity - Test add_product_quantity_invalid_quantity: OK!!! ---------------------------> TEST 11 OK!!!
2024-12-07 14:25:49,708 | ERROR | database_manager_central:add_product_quantity - Error adding quantity to product: Product not found.
2024-12-07 14:25:49,708 | INFO | test_database_manager_central:test_add_product_quantity_not_found - Test add_product_quantity_not_found: OK!!! ---------------------------> TEST 12 OK!!!
2024-12-07 14:25:49,709 | INFO | database_manager_central:add_product_quantity - Product quantity 'Product A' (ID: 123) increased from 50 to 70.
2024-12-07 14:25:49,710 | INFO | test_database_manager_central:test_add_product_quantity_success - Test add_product_quantity_success: OK!!! ---------------------------> TEST 10 OK!!!
2024-12-07 14:25:49,711 | INFO | database_manager_central:insert_record - Record added to 'purchase_transaction' with ID 'transaction_id' and data {'user_id': 'valid_user', 'product_id': 'valid_product', 'vending_machine_id': 'valid_vm', 'quantity': 2, 'amount_paid_per_unit': 10.0}
2024-12-07 14:25:49,711 | INFO | database_manager_central:add_purchase_transaction - Purchase transaction recorded with ID 'transaction_id' for user 'valid_user'
2024-12-07 14:25:49,711 | ERROR | database_manager_central:add_purchase_transaction - Failed to notify event 'PurchaseProductEvent': Notify failure
2024-12-07 14:25:49,711 | ERROR | database_manager_central:add_purchase_transaction - Error registering purchase transaction: Failed to publish event: Notify failure
2024-12-07 14:25:49,711 | INFO | test_database_manager_central:test_add_purchase_transaction_event_notify_failure - Test add_purchase_transaction_event_notify_failure: OK!!! ---------------------------> TEST 9 OK!!!
2024-12-07 14:25:49,712 | ERROR | database_manager_central:insert_record - Error inserting record into 'purchase_transaction': Foreign key value 'invalid_user' does not exist in table 'users_profile'.
2024-12-07 14:25:49,712 | ERROR | database_manager_central:add_purchase_transaction - Error registering purchase transaction: Foreign key value 'invalid_user' does not exist in table 'users_profile'.
2024-12-07 14:25:49,712 | INFO | test_database_manager_central:test_add_purchase_transaction_invalid_foreign_key - Test add_purchase_transaction_invalid_foreign_key: OK!!! ---------------------------> TEST 8 OK!!!
2024-12-07 14:25:49,713 | INFO | database_manager_central:insert_record - Record added to 'purchase_transaction' with ID 'transaction_id' and data {'user_id': 'valid_user', 'product_id': 'valid_product', 'vending_machine_id': 'valid_vm', 'quantity': 2, 'amount_paid_per_unit': 10.0}
2024-12-07 14:25:49,713 | INFO | database_manager_central:add_purchase_transaction - Purchase transaction recorded with ID 'transaction_id' for user 'valid_user'
2024-12-07 14:25:49,714 | INFO | database_manager_central:add_purchase_transaction - Event 'PurchaseProductEvent' published with data: {'transaction_id': 'transaction_id', 'user_id': 'valid_user', 'product_id': 'valid_product', 'vending_machine_id': 'valid_vm', 'quantity': 2, 'amount_paid_per_unit': 10.0}
2024-12-07 14:25:49,714 | INFO | test_database_manager_central:test_add_purchase_transaction_success - Test add_purchase_transaction_success: OK!!! ---------------------------> TEST 7 OK!!!
2024-12-07 14:25:49,717 | INFO | password_hasher:wrapper - Hashing password before calling the original function.
2024-12-07 14:25:49,718 | INFO | database_manager_central:insert_record - Record added to 'users_profile' with ID 'new_user_id' and data {'username': 'test_user', 'email': 'test_user@example.com', 'password': 'ff2f12ec5c6a2e9ef6b61c958ed701c327469190a18075fd909ec2a9b42b94f2', 'first_name': 'Test', 'last_name': 'User', 'birthdate': '1990-01-01', 'phone_number': '1234567890', 'address': '123 Test Street', 'budget': 100.0}
2024-12-07 14:25:49,718 | INFO | test_database_manager_central:test_add_user - Test add_user: OK!!! ---------------------------> TEST 6 OK!!!
2024-12-07 14:25:49,720 | INFO | database_manager_central:get_sales_report - Sales report generated between 2024-01-01 and 2024-12-31: [{'product_id': 'prod_1', 'total_sold': 100}, {'product_id': 'prod_2', 'total_sold': 50}]
2024-12-07 14:25:49,720 | INFO | test_database_manager_central:test_get_sales_report - Test get_sales_report: OK!!! ---------------------------> TEST 16 OK!!!
2024-12-07 14:25:49,721 | INFO | database_manager_central:insert_record - Record added to 'products_profile' with ID 'new_product_id' and data {'name': 'Test Product', 'description': 'A test product', 'price': 10.0, 'quantity': 100}
2024-12-07 14:25:49,721 | INFO | test_database_manager_central:test_insert_record_no_foreign_keys - Test insert_record_no_foreign_keys: OK!!! ---------------------------> TEST 2 OK!!!
2024-12-07 14:25:49,722 | ERROR | database_manager_central:insert_record - Error inserting record into 'non_existent_table': Table 'non_existent_table' not found in instance tables.
2024-12-07 14:25:49,722 | INFO | test_database_manager_central:test_insert_record_table_not_found - Test insert_record_table_not_found: OK!!! ---------------------------> TEST 5 OK!!!
2024-12-07 14:25:49,724 | ERROR | database_manager_central:insert_record - Error inserting record into 'products_profile': Foreign key value 'invalid_id' does not exist in table 'vending_machines_profile'.
2024-12-07 14:25:49,724 | INFO | test_database_manager_central:test_insert_record_with_invalid_foreign_key - Test insert_record_with_invalid_foreign_key: OK!!! ---------------------------> TEST 4 OK!!!
2024-12-07 14:25:49,728 | INFO | database_manager_central:insert_record - Record added to 'products_profile' with ID 'new_product_id' and data {'name': 'Test Product', 'description': 'A test product', 'price': 10.0, 'quantity': 100, 'vending_machine_id': 'valid_id'}
2024-12-07 14:25:49,728 | INFO | test_database_manager_central:test_insert_record_with_valid_foreign_keys - Test insert_record_with_valid_foreign_keys: OK!!! ---------------------------> TEST 3 OK!!!
2024-12-07 14:25:49,732 | INFO | database_manager_central:login_user - Attempting login for user: test_user in table: users_profile
2024-12-07 14:25:49,733 | ERROR | database_manager_central:login_user - Invalid username or password for user: test_user in table: users_profile
2024-12-07 14:25:49,737 | INFO | test_database_manager_central:test_login_user_incorrect_password - Test login_user_incorrect_password: OK!!! ---------------------------> TEST 18 OK!!!
2024-12-07 14:25:49,739 | INFO | password_hasher:hash_password - Hashing password using SHA-256.
